subject	session	task	status	action	dest_session	dest_run	raw_path	bold_path	same_task_other_sessions	notes
sub-s29	ses-03	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s29/ses-03/func/sub-s29_ses-03_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	| s297    | 1 | Discontinued — ear issues after scanning | rest and nBack missing |
sub-s29	ses-03	shapeMatching	matched	copy	ses-03		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-03/sub-s29_ses-03_task-shape-matching_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-03/func/sub-s29_ses-03_task-shapeMatching_run-1_echo-1_bold.nii.gz		
sub-s29	ses-03	spatialTS	matched	copy	ses-03	2	/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-03/sub-s29_ses-03_task-spatial-task-switching_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-03/func/sub-s29_ses-03_task-spatialTS_run-1_echo-1_bold.nii.gz		| ses-01 | 1 | 2020-11-13 | Protocol mismatch — spatialTS was the behavioral task but cuedTS was scanned. Only 3 of 4 tasks overlap. **cuedTS BOLD has no events file (irreconcilable).** |; - **Scan 8:** Unable to get spatialTS.
sub-s29	ses-03	stopSignal	matched	copy	ses-03		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-03/sub-s29_ses-03_task-stop-signal_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-03/func/sub-s29_ses-03_task-stopSignal_run-1_echo-1_bold.nii.gz		
sub-s29	ses-04	cuedTS	matched	copy	ses-04		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-04/sub-s29_ses-04_task-cued-task-switching_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-04/func/sub-s29_ses-04_task-cuedTS_run-1_echo-1_bold.nii.gz		| ses-01 | 1 | 2020-11-13 | Protocol mismatch — spatialTS was the behavioral task but cuedTS was scanned. Only 3 of 4 tasks overlap. **cuedTS BOLD has no events file (irreconcilable).** |; | s29 | 01 | cuedTS |
sub-s29	ses-04	flanker	matched	copy	ses-04		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-04/sub-s29_ses-04_task-flanker_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-04/func/sub-s29_ses-04_task-flanker_run-1_echo-1_bold.nii.gz		"| ses-11 | 11 | 2021-03-17 | Task order flipped: ""stop+DF and DF+flanker"" (dual-task session). |"
sub-s29	ses-04	goNogo	matched	copy	ses-04		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-04/sub-s29_ses-04_task-go-nogo_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-04/func/sub-s29_ses-04_task-goNogo_run-1_echo-1_bold.nii.gz		| ses-02 | 2 | 2020-11-14 | Raw behavioral missing goNogo. |; | s29 | 02 | goNogo |
sub-s29	ses-04	nBack	matched	copy	ses-04		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-04/sub-s29_ses-04_task-n-back_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-04/func/sub-s29_ses-04_task-nBack_run-1_echo-1_bold.nii.gz		| s297    | 1 | Discontinued — ear issues after scanning | rest and nBack missing |
sub-s29	ses-04	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s29/ses-04/func/sub-s29_ses-04_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	| s297    | 1 | Discontinued — ear issues after scanning | rest and nBack missing |
sub-s29	ses-05	directedForgetting	matched	copy	ses-05		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-05/sub-s29_ses-05_task-directed-forgetting_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-05/func/sub-s29_ses-05_task-directedForgetting_run-1_echo-1_bold.nii.gz		
sub-s29	ses-05	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s29/ses-05/func/sub-s29_ses-05_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	| s297    | 1 | Discontinued — ear issues after scanning | rest and nBack missing |
sub-s29	ses-05	shapeMatching	matched	copy	ses-05		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-05/sub-s29_ses-05_task-shape-matching_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-05/func/sub-s29_ses-05_task-shapeMatching_run-1_echo-1_bold.nii.gz		
sub-s29	ses-05	spatialTS	matched	copy	ses-05		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-05/sub-s29_ses-05_task-spatial-task-switching_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-05/func/sub-s29_ses-05_task-spatialTS_run-1_echo-1_bold.nii.gz		| ses-01 | 1 | 2020-11-13 | Protocol mismatch — spatialTS was the behavioral task but cuedTS was scanned. Only 3 of 4 tasks overlap. **cuedTS BOLD has no events file (irreconcilable).** |; - **Scan 8:** Unable to get spatialTS.
sub-s29	ses-05	stopSignal	matched	copy	ses-05		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-05/sub-s29_ses-05_task-stop-signal_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-05/func/sub-s29_ses-05_task-stopSignal_run-1_echo-1_bold.nii.gz		
sub-s29	ses-06	cuedTS	matched	copy	ses-06		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-06/sub-s29_ses-06_task-cued-task-switching_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-06/func/sub-s29_ses-06_task-cuedTS_run-1_echo-1_bold.nii.gz		| ses-01 | 1 | 2020-11-13 | Protocol mismatch — spatialTS was the behavioral task but cuedTS was scanned. Only 3 of 4 tasks overlap. **cuedTS BOLD has no events file (irreconcilable).** |; | s29 | 01 | cuedTS |
sub-s29	ses-06	flanker	matched	copy	ses-06		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-06/sub-s29_ses-06_task-flanker_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-06/func/sub-s29_ses-06_task-flanker_run-1_echo-1_bold.nii.gz		"| ses-11 | 11 | 2021-03-17 | Task order flipped: ""stop+DF and DF+flanker"" (dual-task session). |"
sub-s29	ses-06	goNogo	matched	copy	ses-06		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-06/sub-s29_ses-06_task-go-nogo_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-06/func/sub-s29_ses-06_task-goNogo_run-1_echo-1_bold.nii.gz		| ses-02 | 2 | 2020-11-14 | Raw behavioral missing goNogo. |; | s29 | 02 | goNogo |
sub-s29	ses-06	nBack	matched	copy	ses-06		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-06/sub-s29_ses-06_task-n-back_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-06/func/sub-s29_ses-06_task-nBack_run-1_echo-1_bold.nii.gz		| s297    | 1 | Discontinued — ear issues after scanning | rest and nBack missing |
sub-s29	ses-06	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s29/ses-06/func/sub-s29_ses-06_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	| s297    | 1 | Discontinued — ear issues after scanning | rest and nBack missing |
sub-s29	ses-07	directedForgetting	matched	copy	ses-07		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-07/sub-s29_ses-07_task-directed-forgetting_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-07/func/sub-s29_ses-07_task-directedForgetting_run-1_echo-1_bold.nii.gz		
sub-s29	ses-07	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s29/ses-07/func/sub-s29_ses-07_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	| s297    | 1 | Discontinued — ear issues after scanning | rest and nBack missing |
sub-s29	ses-07	shapeMatching	matched	copy	ses-07		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-07/sub-s29_ses-07_task-shape-matching_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-07/func/sub-s29_ses-07_task-shapeMatching_run-1_echo-1_bold.nii.gz		
sub-s29	ses-07	spatialTS	matched	copy	ses-07		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-07/sub-s29_ses-07_task-spatial-task-switching_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-07/func/sub-s29_ses-07_task-spatialTS_run-1_echo-1_bold.nii.gz		| ses-01 | 1 | 2020-11-13 | Protocol mismatch — spatialTS was the behavioral task but cuedTS was scanned. Only 3 of 4 tasks overlap. **cuedTS BOLD has no events file (irreconcilable).** |; - **Scan 8:** Unable to get spatialTS.
sub-s29	ses-07	stopSignal	matched	copy	ses-07		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-07/sub-s29_ses-07_task-stop-signal_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-07/func/sub-s29_ses-07_task-stopSignal_run-1_echo-1_bold.nii.gz		
sub-s29	ses-08	cuedTS	matched	copy	ses-08		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-08/sub-s29_ses-08_task-cued-task-switching_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-08/func/sub-s29_ses-08_task-cuedTS_run-1_echo-1_bold.nii.gz		| ses-01 | 1 | 2020-11-13 | Protocol mismatch — spatialTS was the behavioral task but cuedTS was scanned. Only 3 of 4 tasks overlap. **cuedTS BOLD has no events file (irreconcilable).** |; | s29 | 01 | cuedTS |
sub-s29	ses-08	flanker	matched	copy	ses-08		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-08/sub-s29_ses-08_task-flanker_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-08/func/sub-s29_ses-08_task-flanker_run-1_echo-1_bold.nii.gz		"| ses-11 | 11 | 2021-03-17 | Task order flipped: ""stop+DF and DF+flanker"" (dual-task session). |"
sub-s29	ses-08	goNogo	matched	copy	ses-08		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-08/sub-s29_ses-08_task-go-nogo_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-08/func/sub-s29_ses-08_task-goNogo_run-1_echo-1_bold.nii.gz		| ses-02 | 2 | 2020-11-14 | Raw behavioral missing goNogo. |; | s29 | 02 | goNogo |
sub-s29	ses-08	nBack	matched	copy	ses-08		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-08/sub-s29_ses-08_task-n-back_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-08/func/sub-s29_ses-08_task-nBack_run-1_echo-1_bold.nii.gz		| s297    | 1 | Discontinued — ear issues after scanning | rest and nBack missing |
sub-s29	ses-08	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s29/ses-08/func/sub-s29_ses-08_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	| s297    | 1 | Discontinued — ear issues after scanning | rest and nBack missing |
sub-s29	ses-09	directedForgetting	matched	copy	ses-09		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-09/sub-s29_ses-09_task-directed-forgetting_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-09/func/sub-s29_ses-09_task-directedForgetting_run-1_echo-1_bold.nii.gz		
sub-s29	ses-09	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s29/ses-09/func/sub-s29_ses-09_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	| s297    | 1 | Discontinued — ear issues after scanning | rest and nBack missing |
sub-s29	ses-09	shapeMatching	matched	copy	ses-09		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-09/sub-s29_ses-09_task-shape-matching_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-09/func/sub-s29_ses-09_task-shapeMatching_run-1_echo-1_bold.nii.gz		
sub-s29	ses-09	spatialTS	matched	copy	ses-09		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-09/sub-s29_ses-09_task-spatial-task-switching_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-09/func/sub-s29_ses-09_task-spatialTS_run-1_echo-1_bold.nii.gz		| ses-01 | 1 | 2020-11-13 | Protocol mismatch — spatialTS was the behavioral task but cuedTS was scanned. Only 3 of 4 tasks overlap. **cuedTS BOLD has no events file (irreconcilable).** |; - **Scan 8:** Unable to get spatialTS.
sub-s29	ses-09	stopSignal	matched	copy	ses-09		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-09/sub-s29_ses-09_task-stop-signal_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-09/func/sub-s29_ses-09_task-stopSignal_run-1_echo-1_bold.nii.gz		
sub-s29	ses-10	flanker	matched	copy	ses-10		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-10/sub-s29_ses-10_task-flanker_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-10/func/sub-s29_ses-10_task-flanker_run-1_echo-1_bold.nii.gz		"| ses-11 | 11 | 2021-03-17 | Task order flipped: ""stop+DF and DF+flanker"" (dual-task session). |"
sub-s29	ses-10	goNogo	matched	copy	ses-10		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-10/sub-s29_ses-10_task-go-nogo_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-10/func/sub-s29_ses-10_task-goNogo_run-1_echo-1_bold.nii.gz		| ses-02 | 2 | 2020-11-14 | Raw behavioral missing goNogo. |; | s29 | 02 | goNogo |
sub-s29	ses-10	nBack	matched	copy	ses-10		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-10/sub-s29_ses-10_task-n-back_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-10/func/sub-s29_ses-10_task-nBack_run-1_echo-1_bold.nii.gz		| s297    | 1 | Discontinued — ear issues after scanning | rest and nBack missing |
sub-s29	ses-10	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s29/ses-10/func/sub-s29_ses-10_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-11:bold_only,ses-12:bold_only	| s297    | 1 | Discontinued — ear issues after scanning | rest and nBack missing |
sub-s29	ses-11	directedForgettingWFlanker	matched	copy	ses-11		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-11/sub-s29_ses_11_task-directed_forgetting_with_flanker_desc_raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-11/func/sub-s29_ses-11_task-directedForgettingWFlanker_run-1_echo-1_bold.nii.gz		"| ses-11 | 11 | 2021-03-17 | Task order flipped: ""stop+DF and DF+flanker"" (dual-task session). |"
sub-s29	ses-11	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s29/ses-11/func/sub-s29_ses-11_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-12:bold_only	"| s297    | 1 | Discontinued — ear issues after scanning | rest and nBack missing |; | ses-11 | 11 | 2021-03-17 | Task order flipped: ""stop+DF and DF+flanker"" (dual-task session). |"
sub-s29	ses-11	stopSignalWDirectedForgetting	matched	copy	ses-11		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-11/sub-s29_ses_11_task-stop_signal_with_directed_forgetting_desc_raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-11/func/sub-s29_ses-11_task-stopSignalWDirectedForgetting_run-1_echo-1_bold.nii.gz		"| ses-11 | 11 | 2021-03-17 | Task order flipped: ""stop+DF and DF+flanker"" (dual-task session). |"
sub-s29	ses-11	stopSignalWFlanker	matched	copy	ses-11		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-11/sub-s29_ses_11_task-stop_signal_with_flanker_desc_raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-11/func/sub-s29_ses-11_task-stopSignalWFlanker_run-1_echo-1_bold.nii.gz		"| ses-11 | 11 | 2021-03-17 | Task order flipped: ""stop+DF and DF+flanker"" (dual-task session). |"
sub-s29	ses-12	directedForgettingWFlanker	matched	copy	ses-12	2	/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-12/sub-s29_ses_12_task-directed_forgetting_with_flanker_desc_raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-12/func/sub-s29_ses-12_task-directedForgettingWFlanker_run-1_echo-1_bold.nii.gz		
sub-s29	ses-12	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s29/ses-12/func/sub-s29_ses-12_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only	| s297    | 1 | Discontinued — ear issues after scanning | rest and nBack missing |
sub-s29	ses-12	stopSignalWDirectedForgetting	matched	copy	ses-12		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-12/sub-s29_ses_12_task-stop_signal_with_directed_forgetting_desc_raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-12/func/sub-s29_ses-12_task-stopSignalWDirectedForgetting_run-1_echo-1_bold.nii.gz		
sub-s29	ses-12	stopSignalWFlanker	matched	copy	ses-12		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-12/sub-s29_ses_12_task-stop_signal_with_flanker_desc_raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-12/func/sub-s29_ses-12_task-stopSignalWFlanker_run-1_echo-1_bold.nii.gz		
sub-s43	ses-01	cuedTS	matched	copy	ses-01		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-01/cued_task_switching_single_task_network__fmri_results (1).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-01/func/sub-s43_ses-01_task-cuedTS_run-1_echo-1_bold.nii.gz		
sub-s43	ses-01	nBack	matched	copy	ses-01		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-01/n_back_single_task_network__fmri_results (1).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-01/func/sub-s43_ses-01_task-nBack_run-1_echo-1_bold.nii.gz		
sub-s43	ses-01	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s43/ses-01/func/sub-s43_ses-01_task-rest_run-1_echo-1_bold.nii.gz	ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	
sub-s43	ses-01	shapeMatching	matched	copy	ses-01		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-01/shape_matching_single_task_network__fmri_results (1).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-01/func/sub-s43_ses-01_task-shapeMatching_run-1_echo-1_bold.nii.gz		
sub-s43	ses-01	stopSignal	matched	copy	ses-01		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-01/stop_signal_single_task_network__fmri_results (1).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-01/func/sub-s43_ses-01_task-stopSignal_run-1_echo-1_bold.nii.gz		| s432    | 1 | Withdrew | Had to leave scanner before stopSignal; no DTIs collected |
sub-s43	ses-02	directedForgetting	matched	copy	ses-02		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-02/directed_forgetting_single_task_network__fmri_results (3).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-02/func/sub-s43_ses-02_task-directedForgetting_run-1_echo-1_bold.nii.gz		
sub-s43	ses-02	flanker	matched	copy	ses-02		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-02/flanker_single_task_network__fmri_results (9).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-02/func/sub-s43_ses-02_task-flanker_run-1_echo-1_bold.nii.gz		
sub-s43	ses-02	goNogo	bold_without_behavioral	irreconcilable				/scratch/users/logben/discovery_bids/sub-s43/ses-02/func/sub-s43_ses-02_task-goNogo_run-1_echo-1_bold.nii.gz	ses-04:matched,ses-06:matched,ses-08:matched,ses-10:matched	| s43 | 02 | goNogo |
sub-s43	ses-02	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s43/ses-02/func/sub-s43_ses-02_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	
sub-s43	ses-02	spatialTS	matched	copy	ses-02		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-02/spatial_task_switching_single_task_network__fmri_results (5).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-02/func/sub-s43_ses-02_task-spatialTS_run-1_echo-1_bold.nii.gz		
sub-s43	ses-03	cuedTS	matched	copy	ses-03		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-03/cued_task_switching_single_task_network__fmri_results (9).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-03/func/sub-s43_ses-03_task-cuedTS_run-1_echo-1_bold.nii.gz		
sub-s43	ses-03	nBack	matched	copy	ses-03		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-03/n_back_single_task_network__fmri_results (12).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-03/func/sub-s43_ses-03_task-nBack_run-1_echo-1_bold.nii.gz		
sub-s43	ses-03	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s43/ses-03/func/sub-s43_ses-03_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	
sub-s43	ses-03	shapeMatching	matched	copy	ses-03		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-03/shape_matching_single_task_network__fmri_results (9).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-03/func/sub-s43_ses-03_task-shapeMatching_run-1_echo-1_bold.nii.gz		
sub-s43	ses-03	stopSignal	matched	copy	ses-03		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-03/stop_signal_single_task_network__fmri_results (8).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-03/func/sub-s43_ses-03_task-stopSignal_run-1_echo-1_bold.nii.gz		| s432    | 1 | Withdrew | Had to leave scanner before stopSignal; no DTIs collected |
sub-s43	ses-04	directedForgetting	matched	copy	ses-04		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-04/directed_forgetting_single_task_network__fmri_results (8).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-04/func/sub-s43_ses-04_task-directedForgetting_run-1_echo-1_bold.nii.gz		
sub-s43	ses-04	flanker	matched	copy	ses-04		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-04/flanker_single_task_network__fmri_results (19).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-04/func/sub-s43_ses-04_task-flanker_run-1_echo-1_bold.nii.gz		
sub-s43	ses-04	goNogo	matched	copy	ses-04		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-04/go_nogo_single_task_network__fmri_results (11).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-04/func/sub-s43_ses-04_task-goNogo_run-1_echo-1_bold.nii.gz		| s43 | 02 | goNogo |
